 Fe I levels                                                            
  n    E(n)(cm-1)   g    label
  112   62      10147.780   0.000E+00   7.000E-02
  112   63      10575.670   0.000E+00   3.500E-01
  112   64      10338.150   0.000E+00   6.300E-01
  112   65      10863.850   0.000E+00   7.700E-01
  112   66      11220.120   0.000E+00   6.300E-01
  112   67      11514.510   0.000E+00   4.900E-01
  112   68      11737.360   0.000E+00   2.100E-01
  112   69      11886.310   0.000E+00   3.500E-01
  112   70      11714.540   0.000E+00   2.100E-01
  112   71      13378.300   0.000E+00   3.500E-01
  112   72      13775.210   0.000E+00   7.700E-01
  112   73      14238.810   0.000E+00   4.900E-01
  112   74      15127.750   0.000E+00   9.100E-01
  112   75      15756.340   0.000E+00   2.100E-01
  112   76      14778.990   0.000E+00   3.500E-01
  112   77      14794.320   0.000E+00   4.900E-01
  112   78      14875.150   0.000E+00   3.500E-01
  112   79      14908.600   0.000E+00   2.100E-01
  112   80      15922.450   0.000E+00   6.300E-01
  112   81      18571.480   0.000E+00   7.000E-02
  112   82      20955.010   0.000E+00   6.300E-01
  112   83      23395.630   0.000E+00   4.900E-01
  112   84      25346.060   0.000E+00   3.500E-01
  112   85      21022.710   0.000E+00   4.900E-01
  112   86      22763.370   0.000E+00   2.100E-01
  112   87      24142.630   0.000E+00   3.500E-01
  112   88      31194.240   0.000E+00   6.300E-01
  112   89      37500.660   0.000E+00   6.300E-01
  112   90      43213.900   0.000E+00   4.900E-01
  112   91      33518.350   0.000E+00   4.900E-01
  112   92      38876.320   0.000E+00   7.700E-01
  112   93      43902.010   0.000E+00   3.500E-01
  112   94      48490.260   0.000E+00   3.500E-01
  112   95      51078.260   0.000E+00   3.500E-01
  112   96      41946.660   0.000E+00   2.100E-01
  112   97      49022.970   0.000E+00   6.300E-01
  112   98      57122.620   0.000E+00   7.000E-02
  112   99      65267.340   0.000E+00   4.900E-01
  112  100      72086.100   0.000E+00   2.100E-01
  112  101      46894.860   0.000E+00   3.500E-01
  112  102      58257.740   0.000E+00   7.000E-02
  112  103      65627.130   0.000E+00   3.500E-01
  112  104      69320.250   0.000E+00   2.100E-01
  112  105      80944.130   0.000E+00   7.700E-01
  112  106      77103.970   0.000E+00   9.100E-01
  112  107     121647.100   0.000E+00   6.300E-01
  112  108     213789.420   0.000E+00   7.700E-01
  112  109     448470.710   0.000E+00   4.900E-01
  112  110     142824.500   0.000E+00   6.300E-01
  112  111     320708.120   0.000E+00   3.500E-01
  113    1       2725.820   3.100E+04   8.100E-01
  113    2       2757.080   1.410E+07   3.071E-01
  113    3       2779.150   0.000E+00   4.500E-01
  113    4       2793.450   0.000E+00   2.700E-01
  113    5       2800.480   0.000E+00   9.000E-02
  113    6       3360.450   2.090E+05   3.408E-02
  113    7       3411.870   3.100E+04   3.021E-02
  113    8       3453.260   7.490E+05   3.044E-01
  113    9       3484.270   0.000E+00   4.500E-01
  113   10       3504.900   0.000E+00   2.700E-01
  113   11       4046.950   8.620E+07   2.259E+01
  113   12       4145.040   1.330E+07   3.825E+00
  113   13       4216.270   0.000E+00   4.500E-01
  113   14       5225.760   2.800E+03   6.300E-01
  113   15       5274.490   0.000E+00   4.500E-01
  113   16       5330.830   0.000E+00   2.700E-01
  113   17       5462.100   0.000E+00   4.500E-01
  113   18       5836.450   0.000E+00   9.900E-01
  113   19       6006.600   0.000E+00   1.170E+00
  113   20       5768.570   0.000E+00   2.700E-01
  113   21       5839.840   0.000E+00   8.100E-01
  113   22       5906.970   0.000E+00   9.900E-01
  113   23       5961.720   0.000E+00   6.300E-01
  113   24       6000.040   0.000E+00   8.100E-01
  113   25       5781.680   0.000E+00   4.500E-01
  113   26       5859.890   0.000E+00   2.700E-01
  113   27       5917.890   2.150E+04   5.735E-02
  113   28       6232.450   9.990E+05   8.925E-01
  113   29       6324.440   6.950E+04   9.076E-02
  113   30       6390.930   0.000E+00   4.500E-01
  113   31       6679.830   6.340E+05   9.810E-01
  113   32       6808.730   1.200E+05   2.821E-01
  113   33       6926.770   0.000E+00   6.300E-01
  113   34       7124.650   0.000E+00   1.170E+00
  113   35       7225.270   0.000E+00   4.500E-01
  113   36       7304.860   0.000E+00   9.900E-01
  113   37       7366.350   0.000E+00   2.700E-01
  113   38       7410.870   0.000E+00   8.100E-01
  113   39       7439.730   0.000E+00   9.000E-02
  113   40       7453.890   0.000E+00   6.300E-01
  113   41       7221.340   0.000E+00   4.500E-01
  113   42       7278.370   0.000E+00   2.700E-01
  113   43       7334.380   0.000E+00   9.000E-02
  113   44       7707.290   0.000E+00   8.100E-01
  113   45       7996.590   0.000E+00   9.900E-01
  113   46       8210.670   0.000E+00   8.100E-01
  113   47       7750.410   2.190E+05   9.422E-01
  113   48       7957.130   0.000E+00   4.500E-01
  113   49       8098.870   0.000E+00   6.300E-01
  113   50       8096.910   0.000E+00   4.500E-01
  113   51       8393.390   0.000E+00   8.100E-01
  113   52       8624.720   0.000E+00   2.700E-01
  113   53       8256.610   0.000E+00   9.000E-02
  113   54       9271.110   0.000E+00   8.100E-01
  113   55       9482.260   0.000E+00   1.170E+00
  113   56       9665.110   0.000E+00   6.300E-01
  113   57       9797.380   0.000E+00   6.300E-01
  113   58       9866.110   0.000E+00   4.500E-01
  113   59       9451.570   0.000E+00   9.900E-01
  113   60       9675.760   0.000E+00   2.700E-01
  113   61       9941.780   0.000E+00   2.700E-01
  113   62       9559.160   0.000E+00   9.000E-02
  113   63       9937.920   0.000E+00   4.500E-01
  113   64       9727.900   0.000E+00   8.100E-01
  113   65      10191.980   0.000E+00   9.900E-01
  113   66      10504.900   0.000E+00   8.100E-01
  113   67      10762.530   0.000E+00   6.300E-01
  113   68      10956.980   0.000E+00   2.700E-01
  113   69      11086.670   0.000E+00   4.500E-01
  113   70      10937.090   0.000E+00   2.700E-01
  113   71      12373.800   0.000E+00   4.500E-01
  113   72      12712.590   0.000E+00   9.900E-01
  113   73      13106.400   0.000E+00   6.300E-01
  113   74      13855.850   0.000E+00   1.170E+00
  113   75      14381.350   0.000E+00   2.700E-01
  113   76      13562.710   0.000E+00   4.500E-01
  113   77      13575.610   0.000E+00   6.300E-01
  113   78      13643.640   0.000E+00   4.500E-01
  113   79      13671.770   2.100E+04   2.700E-01
  113   80      14519.600   0.000E+00   8.100E-01
  113   81      16690.590   0.000E+00   9.000E-02
  113   82      18591.060   0.000E+00   8.100E-01
  113   83      20487.170   0.000E+00   6.300E-01
  113   84      21967.470   0.000E+00   4.500E-01
  113   85      18644.330   0.000E+00   6.300E-01
  113   86      20000.710   0.000E+00   2.700E-01
  113   87      21057.730   0.000E+00   4.500E-01
  113   88      26229.370   0.000E+00   8.100E-01
  113   89      30549.090   0.000E+00   8.100E-01
  113   90      34236.370   0.000E+00   6.300E-01
  113   91      27853.290   0.000E+00   6.300E-01
  113   92      31455.840   0.000E+00   9.900E-01
  113   93      34666.850   0.000E+00   4.500E-01
  113   94      37466.230   0.000E+00   4.500E-01
  113   95      38992.740   0.000E+00   4.500E-01
  113   96      33436.090   0.000E+00   2.700E-01
  113   97      37783.470   0.000E+00   8.100E-01
  113   98      42419.250   0.000E+00   9.000E-02
  113   99      46751.690   0.000E+00   6.300E-01
  113  100      50149.700   0.000E+00   2.700E-01
  113  101      36506.610   0.000E+00   4.500E-01
  113  102      43042.040   0.000E+00   9.000E-02
  113  103      46936.020   0.000E+00   4.500E-01
  113  104      48795.250   0.000E+00   2.700E-01
  113  105      54282.330   0.000E+00   9.900E-01
  113  106      52527.910   0.000E+00   1.170E+00
  113  107      69986.350   0.000E+00   8.100E-01
  113  108      93062.210   0.000E+00   9.900E-01
  113  109     120513.870   0.000E+00   6.300E-01
  113  110      76513.440   0.000E+00   8.100E-01
  113  111     108860.130   0.000E+00   4.500E-01
  113  112     164798.950   0.000E+00   6.300E-01
  114    1       2690.870   2.530E+05   2.956E-02
  114    2       2721.320   9.270E+04   6.244E-03
  114    3       2742.820   4.110E+05   3.876E-02
  114    4       2756.750   0.000E+00   2.100E-01
  114    5       2763.600   0.000E+00   7.000E-02
  114    6       3307.480   0.000E+00   7.700E-01
  114    7       3357.280   0.000E+00   6.300E-01
  114    8       3397.350   3.120E+04   4.089E-03
  114    9       3427.360   9.990E+05   3.500E-01
  114   10       3447.320   0.000E+00   2.100E-01
  114   11       3970.380   2.260E+07   4.476E+00
  114   12       4064.740   6.650E+07   1.318E+01
  114   13       4133.220   1.180E+07   3.068E+00
  114   14       5098.770   0.000E+00   4.900E-01
  114   15       5145.160   7.300E+03   3.500E-01
  114   16       5198.760   0.000E+00   2.100E-01
  114   17       5323.520   5.290E+04   6.706E-02
  114   18       5678.500   0.000E+00   7.700E-01
  114   19       5839.450   0.000E+00   9.100E-01
  114   20       5614.230   0.000E+00   2.100E-01
  114   21       5681.720   0.000E+00   6.300E-01
  114   22       5745.230   0.000E+00   7.700E-01
  114   23       5797.010   0.000E+00   4.900E-01
  114   24       5833.240   0.000E+00   6.300E-01
  114   25       5626.650   0.000E+00   3.500E-01
  114   26       5700.690   0.000E+00   2.100E-01
  114   27       5755.560   0.000E+00   7.000E-02
  114   28       6052.670   0.000E+00   6.300E-01
  114   29       6139.400   1.000E+06   8.121E-01
  114   30       6202.030   9.060E+04   7.973E-02
  114   31       6473.750   0.000E+00   7.700E-01
  114   32       6594.740   7.370E+05   6.163E-01
  114   33       6705.420   1.800E+04   2.328E-02
  114   34       6890.690   0.000E+00   9.100E-01
  114   35       6984.760   0.000E+00   3.500E-01
  114   36       7059.110   0.000E+00   7.700E-01
  114   37       7116.510   0.000E+00   2.100E-01
  114   38       7158.060   0.000E+00   6.300E-01
  114   39       7184.980   0.000E+00   7.000E-02
  114   40       7198.190   0.000E+00   4.900E-01
  114   41       6981.090   0.000E+00   3.500E-01
  114   42       7034.370   0.000E+00   2.100E-01
  114   43       7086.680   0.000E+00   7.000E-02
  114   44       7434.220   0.000E+00   6.300E-01
  114   45       7703.040   0.000E+00   7.700E-01
  114   46       7901.490   0.000E+00   6.300E-01
  114   47       7474.340   0.000E+00   4.900E-01
  114   48       7666.410   3.370E+05   7.846E-01
  114   49       7797.900   0.000E+00   4.900E-01
  114   50       7796.080   0.000E+00   3.500E-01
  114   51       8070.560   0.000E+00   6.300E-01
  114   52       8284.210   0.000E+00   2.100E-01
  114   53       7944.020   0.000E+00   7.000E-02
  114   54       8878.810   0.000E+00   6.300E-01
  114   55       9072.290   0.000E+00   9.100E-01
  114   56       9239.530   0.000E+00   4.900E-01
  114   57       9360.340   0.000E+00   4.900E-01
  114   58       9423.050   0.000E+00   3.500E-01
  114   59       9044.190   0.000E+00   7.700E-01
  114   60       9249.260   0.000E+00   2.100E-01
  114   61       9492.050   0.000E+00   2.100E-01
  114   62       9142.660   0.000E+00   7.000E-02
  114   63       9488.530   0.000E+00   3.500E-01
  114   64       9296.890   0.000E+00   6.300E-01
  114   65       9719.870   0.000E+00   7.700E-01
  114   66      10004.070   0.000E+00   6.300E-01
  114   67      10237.440   0.000E+00   4.900E-01
  114   68      10413.230   0.000E+00   2.100E-01
  114   69      10530.300   0.000E+00   3.500E-01
  114   70      10395.260   0.000E+00   2.100E-01
  114   71      11684.750   0.000E+00   3.500E-01
  114   72      11986.400   0.000E+00   7.700E-01
  114   73      12335.890   0.000E+00   4.900E-01
  114   74      12997.580   0.000E+00   9.100E-01
  114   75      13458.910   0.000E+00   2.100E-01
  114   76      12739.290   0.000E+00   3.500E-01
  114   77      12750.680   0.000E+00   4.900E-01
  114   78      12810.670   0.000E+00   3.500E-01
  114   79      12835.470   0.000E+00   2.100E-01
  114   80      13579.930   0.000E+00   6.300E-01
  114   81      15460.800   0.000E+00   7.000E-02
  114   82      17077.970   0.000E+00   6.300E-01
  114   83      18664.820   0.000E+00   4.900E-01
  114   84      19885.630   0.000E+00   3.500E-01
  114   85      17122.900   0.000E+00   4.900E-01
  114   86      18260.190   0.000E+00   2.100E-01
  114   87      19137.220   0.000E+00   3.500E-01
  114   88      23314.970   0.000E+00   6.300E-01
  114   89      26666.740   0.000E+00   6.300E-01
  114   90      29433.930   0.000E+00   4.900E-01
  114   91      24589.300   0.000E+00   4.900E-01
  114   92      27355.070   0.000E+00   7.700E-01
  114   93      29751.540   0.000E+00   3.500E-01
  114   94      31790.030   0.000E+00   3.500E-01
  114   95      32882.300   0.000E+00   3.500E-01
  114   96      28840.470   0.000E+00   2.100E-01
  114   97      32018.140   0.000E+00   6.300E-01
  114   98      35285.940   0.000E+00   7.000E-02
  114   99      38233.170   0.000E+00   4.900E-01
  114  100      40476.000   0.000E+00   2.100E-01
  114  101      31096.460   0.000E+00   3.500E-01
  114  102      35715.820   0.000E+00   7.000E-02
  114  103      38356.350   0.000E+00   3.500E-01
  114  104      39589.070   0.000E+00   2.100E-01
  114  105      43125.940   0.000E+00   7.700E-01
  114  106      42011.160   0.000E+00   9.100E-01
  114  107      52481.870   0.000E+00   6.300E-01
  114  108      64469.540   0.000E+00   7.700E-01
  114  109      76549.160   0.000E+00   4.900E-01
  114  110      56068.580   0.000E+00   6.300E-01
  114  111      71675.340   0.000E+00   3.500E-01
  114  112      92304.570   0.000E+00   4.900E-01
  114  113     209832.760   0.000E+00   6.300E-01
  115    1       2665.160   0.000E+00   4.500E-01
  115    2       2695.040   6.470E+04   3.023E-03
  115    3       2716.120   1.300E+05   6.218E-03
  115    4       2729.770   1.560E+05   9.857E-03
  115    5       2736.490   0.000E+00   5.000E-02
  115    6       3268.730   0.000E+00   5.500E-01
  115    7       3317.360   0.000E+00   4.500E-01
  115    8       3356.480   3.080E+04   2.780E-03
  115    9       3385.770   2.640E+04   2.446E-03
  115   10       3405.240   3.020E+05   1.500E-01
  115   11       3914.670   0.000E+00   4.500E-01
  115   12       4006.370   2.040E+07   3.730E+00
  115   13       4072.890   7.640E+07   1.229E+01
  115   14       5007.270   0.000E+00   3.500E-01
  115   15       5051.990   0.000E+00   2.500E-01
  115   16       5103.660   0.000E+00   1.500E-01
  115   17       5223.850   0.000E+00   2.500E-01
  115   18       5565.230   0.000E+00   5.500E-01
  115   19       5719.730   0.000E+00   6.500E-01
  115   20       5503.490   0.000E+00   1.500E-01
  115   21       5568.320   0.000E+00   4.500E-01
  115   22       5629.320   0.000E+00   5.500E-01
  115   23       5679.020   0.000E+00   3.500E-01
  115   24       5713.780   0.000E+00   4.500E-01
  115   25       5515.420   0.000E+00   2.500E-01
  115   26       5586.540   0.000E+00   1.500E-01
  115   27       5639.230   0.000E+00   5.000E-02
  115   28       5924.150   0.000E+00   4.500E-01
  115   29       6007.210   2.590E+04   1.340E-02
  115   30       6067.160   1.070E+06   6.504E-01
  115   31       6326.940   0.000E+00   5.500E-01
  115   32       6442.460   0.000E+00   4.500E-01
  115   33       6548.050   9.060E+05   4.966E-01
  115   34       6724.600   0.000E+00   6.500E-01
  115   35       6814.170   0.000E+00   2.500E-01
  115   36       6884.920   0.000E+00   5.500E-01
  115   37       6939.510   0.000E+00   1.500E-01
  115   38       6979.010   0.000E+00   4.500E-01
  115   39       7004.590   0.000E+00   5.000E-02
  115   40       7017.150   0.000E+00   3.500E-01
  115   41       6810.680   0.000E+00   2.500E-01
  115   42       6861.380   0.000E+00   1.500E-01
  115   43       6911.140   0.000E+00   5.000E-02
